Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image URL,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Collection
anode-usb-hub,Anode USB-C Hub,"<p>7-in-1 USB-C hub with HDMI 4K, 3x USB-A, SD/microSD card reader, and 100W power delivery passthrough.</p>",Anode Studio,,Accessories,"usb,hub,adapter",TRUE,Color,Graphite,,,,,ANODE-USB-HUB-GRP,shopify,4,deny,manual,59.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-usb-hub-graphite.jpg,1,Anode USB-C Hub in Graphite,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-usb-hub-graphite.jpg,kg,,24.78,active,Desk
anode-usb-hub,Anode USB-C Hub,"<p>7-in-1 USB-C hub with HDMI 4K, 3x USB-A, SD/microSD card reader, and 100W power delivery passthrough.</p>",Anode Studio,,Accessories,"usb,hub,adapter",TRUE,Color,Silver,,,,,ANODE-USB-HUB-SLV,shopify,0,deny,manual,59.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-usb-hub-silver.jpg,2,Anode USB-C Hub in Silver,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-usb-hub-silver.jpg,kg,,24.78,active,Desk
anode-usb-hub,Anode USB-C Hub,"<p>7-in-1 USB-C hub with HDMI 4K, 3x USB-A, SD/microSD card reader, and 100W power delivery passthrough.</p>",Anode Studio,,Accessories,"usb,hub,adapter",TRUE,Color,Blue,,,,,ANODE-USB-HUB-BLU,shopify,73,deny,manual,59.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-usb-hub-blue.jpg,3,Anode USB-C Hub in Blue,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-usb-hub-blue.jpg,kg,,24.78,active,Desk
anode-laptop-sleeve,Anode Laptop Sleeve,<p>Envelope-style laptop sleeve in premium felt with soft microfiber lining. Fits 13-16 inch notebooks.</p>,Anode Studio,,Accessories,"laptop,sleeve,case",TRUE,Color,Graphite,,,,,ANODE-LAPTOP-SLEEVE-GRP,shopify,0,deny,manual,59.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-laptop-sleeve-graphite.jpg,1,Anode Laptop Sleeve in Graphite,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-laptop-sleeve-graphite.jpg,kg,,24.78,active,Pad
anode-laptop-sleeve,Anode Laptop Sleeve,<p>Envelope-style laptop sleeve in premium felt with soft microfiber lining. Fits 13-16 inch notebooks.</p>,Anode Studio,,Accessories,"laptop,sleeve,case",TRUE,Color,Black,,,,,ANODE-LAPTOP-SLEEVE-BLK,shopify,5,deny,manual,59.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-laptop-sleeve-black.jpg,2,Anode Laptop Sleeve in Black,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-laptop-sleeve-black.jpg,kg,,24.78,active,Pad
anode-laptop-sleeve,Anode Laptop Sleeve,<p>Envelope-style laptop sleeve in premium felt with soft microfiber lining. Fits 13-16 inch notebooks.</p>,Anode Studio,,Accessories,"laptop,sleeve,case",TRUE,Color,Blue,,,,,ANODE-LAPTOP-SLEEVE-BLU,shopify,54,deny,manual,59.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-laptop-sleeve-blue.jpg,3,Anode Laptop Sleeve in Blue,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-laptop-sleeve-blue.jpg,kg,,24.78,active,Pad
anode-tumbler,Anode Insulated Tumbler,"<p>Double-wall vacuum insulated tumbler keeps drinks cold for 24 hours or hot for 12 hours. BPA-free, dishwasher safe, 500ml capacity.</p>",Anode Studio,,Home,"tumbler,water-bottle,insulated,travel",TRUE,Color,Silver,,,,,ANODE-TUMBLER-SLV,shopify,0,deny,manual,35.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tumbler-silver.jpg,1,Anode Insulated Tumbler in Silver,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tumbler-silver.jpg,kg,,14.70,active,Listen & Home
anode-tumbler,Anode Insulated Tumbler,"<p>Double-wall vacuum insulated tumbler keeps drinks cold for 24 hours or hot for 12 hours. BPA-free, dishwasher safe, 500ml capacity.</p>",Anode Studio,,Home,"tumbler,water-bottle,insulated,travel",TRUE,Color,Black,,,,,ANODE-TUMBLER-BLK,shopify,73,deny,manual,35.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tumbler-black.jpg,2,Anode Insulated Tumbler in Black,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tumbler-black.jpg,kg,,14.70,active,Listen & Home
anode-tumbler,Anode Insulated Tumbler,"<p>Double-wall vacuum insulated tumbler keeps drinks cold for 24 hours or hot for 12 hours. BPA-free, dishwasher safe, 500ml capacity.</p>",Anode Studio,,Home,"tumbler,water-bottle,insulated,travel",TRUE,Color,Blue,,,,,ANODE-TUMBLER-BLU,shopify,5,deny,manual,35.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tumbler-blue.jpg,3,Anode Insulated Tumbler in Blue,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-tumbler-blue.jpg,kg,,14.70,active,Listen & Home
anode-keyboard,Anode Bluetooth Keyboard,"<p>Slim wireless Bluetooth keyboard with low-profile scissor switches, multi-device pairing, and 6-month battery life.</p>",Anode Studio,,Electronics,"keyboard,bluetooth,wireless,compact,bestseller",TRUE,Color,Silver,,,,,ANODE-KEYBOARD-SLV,shopify,3,deny,manual,79.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-keyboard-silver.jpg,1,Anode Bluetooth Keyboard in Silver,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-keyboard-silver.jpg,kg,,33.18,active,Desk
anode-keyboard,Anode Bluetooth Keyboard,"<p>Slim wireless Bluetooth keyboard with low-profile scissor switches, multi-device pairing, and 6-month battery life.</p>",Anode Studio,,Electronics,"keyboard,bluetooth,wireless,compact,bestseller",TRUE,Color,Black,,,,,ANODE-KEYBOARD-BLK,shopify,0,deny,manual,79.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-keyboard-black.jpg,2,Anode Bluetooth Keyboard in Black,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-keyboard-black.jpg,kg,,33.18,active,Desk
anode-keyboard,Anode Bluetooth Keyboard,"<p>Slim wireless Bluetooth keyboard with low-profile scissor switches, multi-device pairing, and 6-month battery life.</p>",Anode Studio,,Electronics,"keyboard,bluetooth,wireless,compact,bestseller",TRUE,Color,Blue,,,,,ANODE-KEYBOARD-BLU,shopify,60,deny,manual,79.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-keyboard-blue.jpg,3,Anode Bluetooth Keyboard in Blue,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-keyboard-blue.jpg,kg,,33.18,active,Desk
anode-phone-13,Anode Phone 13,"<p>A 6.1-inch OLED phone with a dual camera system, 5G, and an 18-hour battery. Aluminium frame with a matte glass back.</p>",Anode Studio,,Phones,"phone,5g,oled,dual-camera",TRUE,Storage,128GB,,,,,ANODE-PHONE-13-128GB,shopify,37,deny,manual,599.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-13.jpg,1,Anode Phone 13,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-13.jpg,kg,,371.38,active,Phone
anode-phone-13,Anode Phone 13,"<p>A 6.1-inch OLED phone with a dual camera system, 5G, and an 18-hour battery. Aluminium frame with a matte glass back.</p>",Anode Studio,,Phones,"phone,5g,oled,dual-camera",TRUE,Storage,256GB,,,,,ANODE-PHONE-13-256GB,shopify,4,deny,manual,679.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,420.98,active,Phone
anode-phone-13,Anode Phone 13,"<p>A 6.1-inch OLED phone with a dual camera system, 5G, and an 18-hour battery. Aluminium frame with a matte glass back.</p>",Anode Studio,,Phones,"phone,5g,oled,dual-camera",TRUE,Storage,512GB,,,,,ANODE-PHONE-13-512GB,shopify,0,deny,manual,829.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,513.98,active,Phone
anode-phone-14,Anode Phone 14,"<p>A 6.1-inch OLED phone with a brighter display, crash detection, and a 20-hour battery. IP68 rated.</p>",Anode Studio,,Phones,"phone,5g,oled,dual-camera",TRUE,Storage,128GB,,,,,ANODE-PHONE-14-128GB,shopify,0,deny,manual,699.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-14.jpg,1,Anode Phone 14,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-14.jpg,kg,,433.38,active,Phone
anode-phone-14,Anode Phone 14,"<p>A 6.1-inch OLED phone with a brighter display, crash detection, and a 20-hour battery. IP68 rated.</p>",Anode Studio,,Phones,"phone,5g,oled,dual-camera",TRUE,Storage,256GB,,,,,ANODE-PHONE-14-256GB,shopify,3,deny,manual,799.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,495.38,active,Phone
anode-phone-14,Anode Phone 14,"<p>A 6.1-inch OLED phone with a brighter display, crash detection, and a 20-hour battery. IP68 rated.</p>",Anode Studio,,Phones,"phone,5g,oled,dual-camera",TRUE,Storage,512GB,,,,,ANODE-PHONE-14-512GB,shopify,26,deny,manual,949.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,588.38,active,Phone
anode-phone-15,Anode Phone 15,"<p>A 6.1-inch phone with a 48 MP main camera, USB-C, and the Dynamic Island. Colour-infused glass back.</p>",Anode Studio,,Phones,"phone,5g,oled,usb-c",TRUE,Storage,128GB,,,,,ANODE-PHONE-15-128GB,shopify,52,deny,manual,799.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-15.jpg,1,Anode Phone 15,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-15.jpg,kg,,495.38,active,Phone
anode-phone-15,Anode Phone 15,"<p>A 6.1-inch phone with a 48 MP main camera, USB-C, and the Dynamic Island. Colour-infused glass back.</p>",Anode Studio,,Phones,"phone,5g,oled,usb-c",TRUE,Storage,256GB,,,,,ANODE-PHONE-15-256GB,shopify,2,deny,manual,899.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,557.38,active,Phone
anode-phone-15,Anode Phone 15,"<p>A 6.1-inch phone with a 48 MP main camera, USB-C, and the Dynamic Island. Colour-infused glass back.</p>",Anode Studio,,Phones,"phone,5g,oled,usb-c",TRUE,Storage,512GB,,,,,ANODE-PHONE-15-512GB,shopify,0,deny,manual,1099.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,681.38,active,Phone
anode-phone-17,Anode Phone 17,"<p>A 6.1-inch flagship with a 120Hz adaptive display, a triple camera system, and all-day battery. Machined aluminium frame, IP68 rated.</p>",Anode Studio,,Phones,"phone,flagship,5g,oled",TRUE,Storage,128GB,,,,,ANODE-PHONE-17-128GB,shopify,24,deny,manual,999.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-17.jpg,1,Anode Phone 17,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-17.jpg,kg,,619.38,active,Phone
anode-phone-17,Anode Phone 17,"<p>A 6.1-inch flagship with a 120Hz adaptive display, a triple camera system, and all-day battery. Machined aluminium frame, IP68 rated.</p>",Anode Studio,,Phones,"phone,flagship,5g,oled",TRUE,Storage,256GB,,,,,ANODE-PHONE-17-256GB,shopify,3,deny,manual,1099.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,681.38,active,Phone
anode-phone-17,Anode Phone 17,"<p>A 6.1-inch flagship with a 120Hz adaptive display, a triple camera system, and all-day battery. Machined aluminium frame, IP68 rated.</p>",Anode Studio,,Phones,"phone,flagship,5g,oled",TRUE,Storage,512GB,,,,,ANODE-PHONE-17-512GB,shopify,0,deny,manual,1299.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,805.38,active,Phone
anode-phone-17-pro,Anode Phone 17 Pro,"<p>A 6.1-inch pro phone with a 120Hz display, 5x telephoto, and hardware ray tracing. Machined aluminium frame.</p>",Anode Studio,,Phones,"phone,flagship,pro,5g,telephoto",TRUE,Storage,256GB,,,,,ANODE-PHONE-17-PRO-256GB,shopify,0,deny,manual,1199.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-17-pro.jpg,1,Anode Phone 17 Pro,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-17-pro.jpg,kg,,743.38,active,Phone
anode-phone-17-pro,Anode Phone 17 Pro,"<p>A 6.1-inch pro phone with a 120Hz display, 5x telephoto, and hardware ray tracing. Machined aluminium frame.</p>",Anode Studio,,Phones,"phone,flagship,pro,5g,telephoto",TRUE,Storage,512GB,,,,,ANODE-PHONE-17-PRO-512GB,shopify,2,deny,manual,1399.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,867.38,active,Phone
anode-phone-17-pro,Anode Phone 17 Pro,"<p>A 6.1-inch pro phone with a 120Hz display, 5x telephoto, and hardware ray tracing. Machined aluminium frame.</p>",Anode Studio,,Phones,"phone,flagship,pro,5g,telephoto",TRUE,Storage,1TB,,,,,ANODE-PHONE-17-PRO-1TB,shopify,17,deny,manual,1699.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1053.38,active,Phone
anode-phone-18,Anode Phone 18,"<p>The largest Anode phone: a 6.7-inch 120Hz display, periscope telephoto camera, and 5 000 mAh battery. Machined aluminium frame, IP68 rated.</p>",Anode Studio,,Phones,"phone,flagship,5g,bestseller",TRUE,Storage,256GB,,,,,ANODE-PHONE-18-256GB,shopify,0,deny,manual,1299.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-18.jpg,1,Anode Phone 18,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-18.jpg,kg,,805.38,active,Phone
anode-phone-18,Anode Phone 18,"<p>The largest Anode phone: a 6.7-inch 120Hz display, periscope telephoto camera, and 5 000 mAh battery. Machined aluminium frame, IP68 rated.</p>",Anode Studio,,Phones,"phone,flagship,5g,bestseller",TRUE,Storage,512GB,,,,,ANODE-PHONE-18-512GB,shopify,2,deny,manual,1499.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,929.38,active,Phone
anode-phone-18,Anode Phone 18,"<p>The largest Anode phone: a 6.7-inch 120Hz display, periscope telephoto camera, and 5 000 mAh battery. Machined aluminium frame, IP68 rated.</p>",Anode Studio,,Phones,"phone,flagship,5g,bestseller",TRUE,Storage,1TB,,,,,ANODE-PHONE-18-1TB,shopify,12,deny,manual,1799.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1115.38,active,Phone
anode-phone-18-plus,Anode Phone 18 Plus,"<p>A 6.7-inch phone built around battery life: 26 hours of video playback, a 48 MP main camera, and USB-C.</p>",Anode Studio,,Phones,"phone,large-screen,5g,long-battery",TRUE,Storage,256GB,,,,,ANODE-PHONE-18-PLUS-256GB,shopify,11,deny,manual,1399.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-18-plus.jpg,1,Anode Phone 18 Plus,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-18-plus.jpg,kg,,867.38,active,Phone
anode-phone-18-plus,Anode Phone 18 Plus,"<p>A 6.7-inch phone built around battery life: 26 hours of video playback, a 48 MP main camera, and USB-C.</p>",Anode Studio,,Phones,"phone,large-screen,5g,long-battery",TRUE,Storage,512GB,,,,,ANODE-PHONE-18-PLUS-512GB,shopify,5,deny,manual,1599.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,991.38,active,Phone
anode-phone-18-plus,Anode Phone 18 Plus,"<p>A 6.7-inch phone built around battery life: 26 hours of video playback, a 48 MP main camera, and USB-C.</p>",Anode Studio,,Phones,"phone,large-screen,5g,long-battery",TRUE,Storage,1TB,,,,,ANODE-PHONE-18-PLUS-1TB,shopify,0,deny,manual,1899.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1177.38,active,Phone
anode-phone-18-pro,Anode Phone 18 Pro,"<p>A 6.7-inch pro phone with a 120Hz mini-LED display, 5x telephoto, and 10 Gbps USB-C. Machined aluminium frame.</p>",Anode Studio,,Phones,"phone,flagship,pro,5g,telephoto,bestseller",TRUE,Storage,256GB,,,,,ANODE-PHONE-18-PRO-256GB,shopify,3,deny,manual,1499.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-18-pro.jpg,1,Anode Phone 18 Pro,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-18-pro.jpg,kg,,929.38,active,Phone
anode-phone-18-pro,Anode Phone 18 Pro,"<p>A 6.7-inch pro phone with a 120Hz mini-LED display, 5x telephoto, and 10 Gbps USB-C. Machined aluminium frame.</p>",Anode Studio,,Phones,"phone,flagship,pro,5g,telephoto,bestseller",TRUE,Storage,512GB,,,,,ANODE-PHONE-18-PRO-512GB,shopify,0,deny,manual,1699.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1053.38,active,Phone
anode-phone-18-pro,Anode Phone 18 Pro,"<p>A 6.7-inch pro phone with a 120Hz mini-LED display, 5x telephoto, and 10 Gbps USB-C. Machined aluminium frame.</p>",Anode Studio,,Phones,"phone,flagship,pro,5g,telephoto,bestseller",TRUE,Storage,1TB,,,,,ANODE-PHONE-18-PRO-1TB,shopify,8,deny,manual,1999.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,1239.38,active,Phone
anode-phone-lite,Anode Phone Lite,"<p>A compact 4.7-inch phone that keeps the essentials &mdash; home button, single rear camera, and 18-hour battery. The lightest device in the line at 144 g.</p>",Anode Studio,,Phones,"phone,compact,value",TRUE,Storage,64GB,,,,,ANODE-PHONE-LITE-64GB,shopify,58,deny,manual,429.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-lite.jpg,1,Anode Phone Lite,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-phone-lite.jpg,kg,,265.98,active,Phone
anode-phone-lite,Anode Phone Lite,"<p>A compact 4.7-inch phone that keeps the essentials &mdash; home button, single rear camera, and 18-hour battery. The lightest device in the line at 144 g.</p>",Anode Studio,,Phones,"phone,compact,value",TRUE,Storage,128GB,,,,,ANODE-PHONE-LITE-128GB,shopify,5,deny,manual,479.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,296.98,active,Phone
anode-phone-lite,Anode Phone Lite,"<p>A compact 4.7-inch phone that keeps the essentials &mdash; home button, single rear camera, and 18-hour battery. The lightest device in the line at 144 g.</p>",Anode Studio,,Phones,"phone,compact,value",TRUE,Storage,256GB,,,,,ANODE-PHONE-LITE-256GB,shopify,0,deny,manual,549.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,340.38,active,Phone
anode-slate-10,Anode Slate 10,"<p>A 10.9-inch tablet with a 60Hz laminated display, USB-C, and a 12-hour battery. Supports the Anode Pencil.</p>",Anode Studio,,Tablets,"tablet,pad,value,usb-c",TRUE,Storage,64GB,,,,,ANODE-SLATE-10-64GB,shopify,44,deny,manual,449.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-10.jpg,1,Anode Slate 10,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-10.jpg,kg,,278.38,active,Pad
anode-slate-10,Anode Slate 10,"<p>A 10.9-inch tablet with a 60Hz laminated display, USB-C, and a 12-hour battery. Supports the Anode Pencil.</p>",Anode Studio,,Tablets,"tablet,pad,value,usb-c",TRUE,Storage,128GB,,,,,ANODE-SLATE-10-128GB,shopify,3,deny,manual,529.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,327.98,active,Pad
anode-slate-10,Anode Slate 10,"<p>A 10.9-inch tablet with a 60Hz laminated display, USB-C, and a 12-hour battery. Supports the Anode Pencil.</p>",Anode Studio,,Tablets,"tablet,pad,value,usb-c",TRUE,Storage,256GB,,,,,ANODE-SLATE-10-256GB,shopify,0,deny,manual,649.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,402.38,active,Pad
anode-slate-mini,Anode Slate Mini,"<p>An 8.3-inch tablet that fits one hand. 120Hz display, stylus support, and 293 g with an aluminium enclosure.</p>",Anode Studio,,Tablets,"tablet,pad,compact,stylus",TRUE,Storage,128GB,,,,,ANODE-SLATE-MINI-128GB,shopify,0,deny,manual,599.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-mini.jpg,1,Anode Slate Mini,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-mini.jpg,kg,,371.38,active,Pad
anode-slate-mini,Anode Slate Mini,"<p>An 8.3-inch tablet that fits one hand. 120Hz display, stylus support, and 293 g with an aluminium enclosure.</p>",Anode Studio,,Tablets,"tablet,pad,compact,stylus",TRUE,Storage,256GB,,,,,ANODE-SLATE-MINI-256GB,shopify,4,deny,manual,699.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,433.38,active,Pad
anode-slate-mini,Anode Slate Mini,"<p>An 8.3-inch tablet that fits one hand. 120Hz display, stylus support, and 293 g with an aluminium enclosure.</p>",Anode Studio,,Tablets,"tablet,pad,compact,stylus",TRUE,Storage,512GB,,,,,ANODE-SLATE-MINI-512GB,shopify,19,deny,manual,899.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,557.38,active,Pad
anode-slate-air,Anode Slate Air,"<p>A 10.9-inch tablet at 461 g with a 120Hz display, stylus support, and 10-hour battery.</p>",Anode Studio,,Tablets,"tablet,pad,thin,stylus",TRUE,Storage,128GB,,,,,ANODE-SLATE-AIR-128GB,shopify,21,deny,manual,749.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-air.jpg,1,Anode Slate Air,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-air.jpg,kg,,464.38,active,Pad
anode-slate-air,Anode Slate Air,"<p>A 10.9-inch tablet at 461 g with a 120Hz display, stylus support, and 10-hour battery.</p>",Anode Studio,,Tablets,"tablet,pad,thin,stylus",TRUE,Storage,256GB,,,,,ANODE-SLATE-AIR-256GB,shopify,2,deny,manual,849.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,526.38,active,Pad
anode-slate-air,Anode Slate Air,"<p>A 10.9-inch tablet at 461 g with a 120Hz display, stylus support, and 10-hour battery.</p>",Anode Studio,,Tablets,"tablet,pad,thin,stylus",TRUE,Storage,512GB,,,,,ANODE-SLATE-AIR-512GB,shopify,0,deny,manual,1049.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,650.38,active,Pad
anode-slate-11,Anode Slate 11,"<p>An 11-inch laminated display tablet with 120Hz refresh, stylus support, and USB-C. 10-hour battery in a 466 g aluminium body.</p>",Anode Studio,,Tablets,"tablet,pad,stylus,120hz",TRUE,Storage,128GB,,,,,ANODE-SLATE-11-128GB,shopify,31,deny,manual,899.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-11.jpg,1,Anode Slate 11,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-11.jpg,kg,,557.38,active,Pad
anode-slate-11,Anode Slate 11,"<p>An 11-inch laminated display tablet with 120Hz refresh, stylus support, and USB-C. 10-hour battery in a 466 g aluminium body.</p>",Anode Studio,,Tablets,"tablet,pad,stylus,120hz",TRUE,Storage,256GB,,,,,ANODE-SLATE-11-256GB,shopify,0,deny,manual,999.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,619.38,active,Pad
anode-slate-11,Anode Slate 11,"<p>An 11-inch laminated display tablet with 120Hz refresh, stylus support, and USB-C. 10-hour battery in a 466 g aluminium body.</p>",Anode Studio,,Tablets,"tablet,pad,stylus,120hz",TRUE,Storage,512GB,,,,,ANODE-SLATE-11-512GB,shopify,4,deny,manual,1199.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,743.38,active,Pad
anode-slate-13,Anode Slate 13,"<p>A 12.9-inch mini-LED tablet built for drawing and editing. 1 000 000:1 contrast, stylus and keyboard support, USB-C with 40 Gbps data.</p>",Anode Studio,,Tablets,"tablet,pad,large-screen,stylus,miniled",TRUE,Storage,128GB,,,,,ANODE-SLATE-13-128GB,shopify,2,deny,manual,1099.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-13.jpg,1,Anode Slate 13,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-slate-13.jpg,kg,,681.38,active,Pad
anode-slate-13,Anode Slate 13,"<p>A 12.9-inch mini-LED tablet built for drawing and editing. 1 000 000:1 contrast, stylus and keyboard support, USB-C with 40 Gbps data.</p>",Anode Studio,,Tablets,"tablet,pad,large-screen,stylus,miniled",TRUE,Storage,256GB,,,,,ANODE-SLATE-13-256GB,shopify,18,deny,manual,1199.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,743.38,active,Pad
anode-slate-13,Anode Slate 13,"<p>A 12.9-inch mini-LED tablet built for drawing and editing. 1 000 000:1 contrast, stylus and keyboard support, USB-C with 40 Gbps data.</p>",Anode Studio,,Tablets,"tablet,pad,large-screen,stylus,miniled",TRUE,Storage,512GB,,,,,ANODE-SLATE-13-512GB,shopify,0,deny,manual,1399.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,867.38,active,Pad
anode-book-13,Anode Book 13,"<p>A 13-inch fanless notebook with an 18-hour battery and a 2.8K display. 1.24 kg, no moving parts, silent under load.</p>",Anode Studio,,Computers,"laptop,notebook,portable,fanless",TRUE,Storage,256GB,,,,,ANODE-BOOK-13-256GB,shopify,14,deny,manual,1099.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-13.jpg,1,Anode Book 13,FALSE,,,https://cdn.shopify.com/s/files/1/0726/9194/1453/files/anode-book-13.jpg,kg,,681.38,active,Desk
anode-book-13,Anode Book 13,"<p>A 13-inch fanless notebook with an 18-hour battery and a 2.8K display. 1.24 kg, no moving parts, silent under load.</p>",Anode Studio,,Computers,"laptop,notebook,portable,fanless",TRUE,Storage,512GB,,,,,ANODE-BOOK-13-512GB,shopify,0,deny,manual,1299.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,805.38,active,Desk
anode-book-13,Anode Book 13,"<p>A 13-inch fanless notebook with an 18-hour battery and a 2.8K display. 1.24 kg, no moving parts, silent under load.</p>",Anode Studio,,Computers,"laptop,notebook,portable,fanless",TRUE,Storage,1TB,,,,,ANODE-BOOK-13-1TB,shopify,3,deny,manual,1599.00,,TRUE,TRUE,,,,,FALSE,,,,kg,,991.38,active,Desk
