"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Image","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Weight Unit","Variant Tax Code","Cost per item","Included / United States","Price / United States","Compare At Price / United States","Included / International","Price / International","Compare At Price / International","Status"
"apple-watch-series-9-midnight","Apple Watch Series 9 41mm - Midnight","<p>The Apple Watch Series 9 in Midnight features the S9 chip, a brighter Always-On Retina display, and the Double Tap gesture. Comprehensive health sensors and a carbon-neutral design option round out the package.</p><ul><li>41mm Always-On Retina display with 1000 nits</li><li>S9 SiP with 4-core CPU</li><li>Double Tap gesture for one-handed use</li><li>ECG, blood oxygen, and temperature sensing</li><li>Crash Detection and Fall Detection</li><li>Up to 18 hours battery life</li><li>Water resistance 50 meters</li></ul>","Apple","Apparel & Accessories > Jewelry > Smart Watches","Apple Watch","apple-watch, smartwatch, midnight, series-9, health, fitness","TRUE","Color","Midnight","","","","","AW9-41-MM","32","shopify","100","deny","manual","399.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-watch-series-9-midnight.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-watch-series-9-midnight.jpg","1","Apple Watch Series 9 41mm in Midnight color front view","FALSE","","","Apparel & Accessories > Jewelry > Smart Watches","","","AW9-41-MM","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"apple-watch-ultra-2-natural-titanium","Apple Watch Ultra 2 49mm - Natural Titanium","<p>The Apple Watch Ultra 2 in Natural Titanium is built for extreme conditions with a 49mm titanium case, 3000-nit display, and the brightest Always-On Retina screen yet. Double Tap, precision dual-frequency GPS, and 72-hour battery life make it a serious adventure watch.</p><ul><li>49mm Always-On Retina display with 3000 nits</li><li>S9 SiP with 4-core CPU</li><li>Double Tap gesture</li><li>Dual-frequency GPS for precision tracking</li><li>ECG, blood oxygen, temperature sensing</li><li>Up to 72 hours battery in low power</li><li>EN13319-certified dive computer</li></ul>","Apple","Apparel & Accessories > Jewelry > Smart Watches","Apple Watch","apple-watch, smartwatch, ultra, titanium, adventure, dive","TRUE","Color","Natural Titanium","","","","","AWU2-49-NT","61","shopify","100","deny","manual","799.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-watch-ultra-2-natural-titanium.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-watch-ultra-2-natural-titanium.jpg","1","Apple Watch Ultra 2 49mm in Natural Titanium color front view","FALSE","","","Apparel & Accessories > Jewelry > Smart Watches","","","AWU2-49-NT","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"apple-watch-se-2-starlight","Apple Watch SE 2nd gen 40mm - Starlight","<p>The Apple Watch SE 2nd generation in Starlight delivers core Apple Watch features at a friendly price. With the S8 SiP, Crash Detection, and Fall Detection, it is a solid everyday companion.</p><ul><li>40mm Retina display with 1000 nits</li><li>S8 SiP with 4-core CPU</li><li>Crash Detection and Fall Detection</li><li>Heart rate sensor with high/low notifications</li><li>Water resistance 50 meters</li><li>Up to 18 hours battery life</li><li>Family Setup compatible</li></ul>","Apple","Apparel & Accessories > Jewelry > Smart Watches","Apple Watch","apple-watch, smartwatch, starlight, se, value","TRUE","Color","Starlight","","","","","AWSE2-40-SL","26","shopify","100","deny","manual","249.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-watch-se-2-starlight.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-watch-se-2-starlight.jpg","1","Apple Watch SE 2nd gen 40mm in Starlight color front view","FALSE","","","Apparel & Accessories > Jewelry > Smart Watches","","","AWSE2-40-SL","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"airpods-pro-2-usb-c","AirPods Pro 2nd generation USB-C","<p>The AirPods Pro 2 with USB-C brings the H2 chip, Adaptive Audio, and Active Noise Cancellation to a refined wireless earbud design. A new USB-C charging case and Conversation Awareness round out the upgrade.</p><ul><li>Apple H2 chip with Adaptive Audio</li><li>Active Noise Cancellation and Transparency mode</li><li>Personalized Spatial Audio with dynamic head tracking</li><li>USB-C charging case with speakers and lanyard loop</li><li>Up to 6 hours listening (30 hours with case)</li><li>Four silicone ear tip sizes</li><li>IP54 dust and sweat resistance</li></ul>","Apple","Electronics > Audio > Audio Components > Headphones & Headsets > Headphones > In-Ear Headphones","AirPods","airpods, earbuds, anc, usb-c, spatial-audio","TRUE","Color","White","","","","","APPP2-USBC","51","shopify","100","deny","manual","249.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airpods-pro-2-usb-c.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airpods-pro-2-usb-c.jpg","1","AirPods Pro 2 USB-C with open charging case and earbuds","FALSE","","","Electronics > Audio > Audio Components > Headphones & Headsets > Headphones > In-Ear Headphones","","","APPP2-USBC","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"airpods-max-silver","AirPods Max - Silver","<p>The AirPods Max in Silver delivers premium over-ear sound with the H1 chip, Adaptive EQ, and Active Noise Cancellation. Stainless steel construction and memory foam cushions provide all-day comfort.</p><ul><li>Apple H1 chip with Adaptive EQ</li><li>Active Noise Cancellation and Transparency mode</li><li>Personalized Spatial Audio with dynamic head tracking</li><li>40mm dynamic driver with neodymium magnets</li><li>Stainless steel frame with aluminum ear cups</li><li>Up to 20 hours listening with ANC on</li><li>Smart case for ultra-low power mode</li></ul>","Apple","Electronics > Audio > Audio Components > Headphones & Headsets > Headphones > Over-Ear Headphones","AirPods","airpods, over-ear, anc, spatial-audio, premium","TRUE","Color","Silver","","","","","APMAX-SL","385","shopify","100","deny","manual","549.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airpods-max-silver.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airpods-max-silver.jpg","1","AirPods Max in Silver color over-ear headphones view","FALSE","","","Electronics > Audio > Audio Components > Headphones & Headsets > Headphones > Over-Ear Headphones","","","APMAX-SL","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"airpods-3-lightning","AirPods 3rd generation with Lightning case","<p>The AirPods 3rd generation with Lightning charging case feature the H1 chip, Adaptive EQ, and Personalized Spatial Audio in a sweat- and water-resistant design. A solid everyday wireless earbud.</p><ul><li>Apple H1 chip with Adaptive EQ</li><li>Personalized Spatial Audio with dynamic head tracking</li><li>Sweat and water resistant (IPX4)</li><li>Lightning charging case</li><li>Up to 6 hours listening (30 hours with case)</li><li>Force sensor for music and call control</li><li>Skin-detect sensor for accurate wear detection</li></ul>","Apple","Electronics > Audio > Audio Components > Headphones & Headsets > Headphones > In-Ear Headphones","AirPods","airpods, earbuds, lightning, spatial-audio","TRUE","Color","White","","","","","AP3-LT","47","shopify","100","deny","manual","179.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airpods-3-lightning.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airpods-3-lightning.jpg","1","AirPods 3rd generation with Lightning charging case and earbuds","FALSE","","","Electronics > Audio > Audio Components > Headphones & Headsets > Headphones > In-Ear Headphones","","","AP3-LT","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"homepod-2-white","HomePod 2nd generation - White","<p>The HomePod 2nd generation in White delivers room-sensing sound with the S7 chip, a high-excursion woofer, and five tweeters. Built-in temperature and humidity sensors and Matter support round out the smart speaker.</p><ul><li>S7 chip in system package</li><li>High-excursion woofer with motor</li><li>Five beamforming tweeters</li><li>Room sensing and computational audio</li><li>Built-in temperature and humidity sensors</li><li>HomeKit and Matter smart home hub</li><li>Sound Recognition for smoke and CO alarms</li></ul>","Apple","Electronics > Audio > Audio Components > Speakers > Smart Speakers","HomePod","homepod, smart-speaker, white, homekit, matter","TRUE","Color","White","","","","","HP2-WT","2150","shopify","100","deny","manual","299.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/homepod-2-white.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/homepod-2-white.jpg","1","HomePod 2nd generation in White color front view","FALSE","","","Electronics > Audio > Audio Components > Speakers > Smart Speakers","","","HP2-WT","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"homepod-mini-orange","HomePod mini - Orange","<p>The HomePod mini in Orange delivers full-range sound, Siri, and smart home control in a compact spherical design. Built-in temperature and humidity sensors and Matter support make it a versatile smart home hub.</p><ul><li>Apple S5 chip</li><li>Full-range driver and passive radiators</li><li>Computational audio for room tuning</li><li>Intercom support across HomePods</li><li>HomeKit and Matter smart home hub</li><li>Built-in temperature and humidity sensors</li><li>Compact spherical mesh design</li></ul>","Apple","Electronics > Audio > Audio Components > Speakers > Smart Speakers","HomePod","homepod, smart-speaker, orange, mini, homekit, matter","TRUE","Color","Orange","","","","","HPMINI-OR","346","shopify","100","deny","manual","99.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/homepod-mini-orange.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/homepod-mini-orange.jpg","1","HomePod mini in Orange color front view","FALSE","","","Electronics > Audio > Audio Components > Speakers > Smart Speakers","","","HPMINI-OR","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"apple-tv-4k-128gb","Apple TV 4K 128GB with Siri Remote","<p>The Apple TV 4K 128GB with Siri Remote brings the A15 Bionic chip, 4K HDR display, and Thread smart home connectivity to your living room. Ethernet and the redesigned Siri Remote round out the package.</p><ul><li>A15 Bionic chip</li><li>4K HDR with Dolby Vision and Atmos</li><li>128GB storage</li><li>Gigabit Ethernet port</li><li>Thread smart home connectivity</li><li>Redesigned Siri Remote with USB-C and Find My</li><li>Apple Music, Apple Arcade, and Apple TV+</li></ul>","Apple","Electronics > Video > Video Players & Recorders > Streaming & Home Media Players","Apple TV","apple-tv, streaming, 4k, siri-remote, thread","TRUE","Color","Black","","","","","ATV4K-128","482","shopify","100","deny","manual","149.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-tv-4k-128gb.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-tv-4k-128gb.jpg","1","Apple TV 4K 128GB with Siri Remote front view","FALSE","","","Electronics > Video > Video Players & Recorders > Streaming & Home Media Players","","","ATV4K-128","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"airtag-4-pack","AirTag 4-pack","<p>The AirTag 4-pack provides four Bluetooth item trackers that work with the Find My network. Precision Finding with the U1 chip on supported iPhones helps locate nearby items with directional guidance.</p><ul><li>Bluetooth and Ultra Wideband U1 chip</li><li>Works with the Find My network</li><li>Precision Finding on supported iPhones</li><li>Built-in speaker for sound alerts</li><li>Replaceable CR2032 battery</li><li>IP67 water and dust resistance</li><li>Personalization with emoji and text</li></ul>","Apple","Electronics > GPS Tracking Devices > Bluetooth Trackers","AirTag","airtag, find-my, tracker, bluetooth, 4-pack","TRUE","Color","White","","","","","ATAG-4PK","44","shopify","100","deny","manual","99.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airtag-4-pack.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/airtag-4-pack.jpg","1","Apple AirTag 4-pack four round white item trackers","FALSE","","","Electronics > GPS Tracking Devices > Bluetooth Trackers","","","ATAG-4PK","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"apple-pencil-pro","Apple Pencil Pro","<p>The Apple Pencil Pro adds a squeeze sensor, haptic feedback, barrel roll, and a squeeze-to-palette interaction to the Apple Pencil experience. Designed for the latest iPad Pro and iPad Air with M2 and later.</p><ul><li>Squeeze sensor with haptic feedback</li><li>Barrel roll for variable tool control</li><li>Side squeeze shows tool palette</li><li>Apple Pencil hover preview</li><li>Low-latency drawing experience</li><li>Free snap-on flat edge for charging</li><li>Compatible with iPad Pro M4 and iPad Air M2</li></ul>","Apple","Electronics > Electronics Accessories > Computer Accessories > Stylus Pens","Apple Pencil","apple-pencil, stylus, ipad, creative, haptic","TRUE","Color","White","","","","","APP-PRO","19","shopify","100","deny","manual","129.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-pencil-pro.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/apple-pencil-pro.jpg","1","Apple Pencil Pro white stylus diagonal view","FALSE","","","Electronics > Electronics Accessories > Computer Accessories > Stylus Pens","","","APP-PRO","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"magic-keyboard-ipad-pro","Magic Keyboard for iPad Pro 11-inch","<p>The Magic Keyboard for iPad Pro 11-inch delivers a thin, backlit keyboard with a built-in trackpad and a smooth cantilever hinge. Compatible with the iPad Pro 11-inch M2 and earlier models.</p><ul><li>Backlit Magic Keyboard with scissor mechanism</li><li>Multi-touch trackpad with click anywhere</li><li>Cantilever hinge for adjustable viewing angle</li><li>Floating design for iPad Pro 11-inch</li><li>USB-C pass-through charging</li><li>Foldable protective back</li><li>Compatible with iPad Pro 11-inch (M2 / M1 / 2020)</li></ul>","Apple","Electronics > Electronics Accessories > Computer Components > Input Devices > Keyboards","Keyboard","magic-keyboard, ipad, folio, backlit, trackpad","TRUE","Color","White","","","","","MK-IPP-11","600","shopify","100","deny","manual","299.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/magic-keyboard-ipad-pro.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/magic-keyboard-ipad-pro.jpg","1","Magic Keyboard for iPad Pro 11-inch open folio view","FALSE","","","Electronics > Electronics Accessories > Computer Components > Input Devices > Keyboards","","","MK-IPP-11","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"iphone-15-pro-silicone-case-black","iPhone 15 Pro Silicone Case - Black","<p>The iPhone 15 Pro Silicone Case in Black features a soft-touch silicone exterior with a microfiber-lined interior to protect the titanium finish. Compatible with MagSafe wireless charging and the Action button.</p><ul><li>Soft-touch black silicone exterior</li><li>Microfiber-lined interior</li><li>MagSafe compatible for wireless charging</li><li>Designed for iPhone 15 Pro</li><li>Action button cutout</li><li>Camera bump protection</li><li>Wireless charging compatible up to 15W with MagSafe</li></ul>","Apple","Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Cases","Case","case, silicone, black, magsafe, iphone-15-pro","TRUE","Color","Black","","","","","IP15PC-BK","25","shopify","100","deny","manual","49.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/iphone-15-pro-silicone-case-black.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/iphone-15-pro-silicone-case-black.jpg","1","iPhone 15 Pro Silicone Case in Black color upright view","FALSE","","","Electronics > Communications > Telephony > Mobile & Smart Phone Accessories > Mobile Phone Cases","","","IP15PC-BK","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"magsafe-charger","MagSafe Charger","<p>The MagSafe Charger provides 15W fast wireless charging for iPhone 12 and later with MagSafe magnets. A non-slip surface and USB-C cable make it a clean desk accessory.</p><ul><li>15W wireless charging for iPhone</li><li>Magnetic alignment for iPhone 12 and later</li><li>Charges AirPods with Wireless Charging Case</li><li>Non-slip surface</li><li>USB-C cable attached</li><li>Foreign object detection</li><li>Compact round disc design</li></ul>","Apple","Electronics > Electronics Accessories > Power > Power Adapters & Chargers > Wireless Chargers","Charger","magsafe, charger, wireless, usb-c, iphone","TRUE","Color","White","","","","","MSC","40","shopify","100","deny","manual","39.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/magsafe-charger.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/magsafe-charger.jpg","1","Apple MagSafe Charger round white charging pad view","FALSE","","","Electronics > Electronics Accessories > Power > Power Adapters & Chargers > Wireless Chargers","","","MSC","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"140w-usb-c-power-adapter","140W USB-C Power Adapter","<p>The Apple 140W USB-C Power Adapter delivers fast charging for the 16-inch MacBook Pro and other USB-C devices. Compact form factor with foldable prongs for travel.</p><ul><li>140W power output</li><li>USB-C port</li><li>Fast charges 16-inch MacBook Pro</li><li>Foldable prongs for travel</li><li>Compatible with MacBook Pro and MacBook Air</li><li>Powers USB-C devices up to 140W</li><li>Compact square white design</li></ul>","Apple","Electronics > Electronics Accessories > Power > Power Adapters & Chargers > Wall Chargers","Charger","charger, power-adapter, 140w, usb-c, macbook","TRUE","Color","White","","","","","PA-140W-USBC","230","shopify","100","deny","manual","99.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/140w-usb-c-power-adapter.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/140w-usb-c-power-adapter.jpg","1","Apple 140W USB-C Power Adapter white square brick view","FALSE","","","Electronics > Electronics Accessories > Power > Power Adapters & Chargers > Wall Chargers","","","PA-140W-USBC","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
"thunderbolt-4-pro-cable-1m","Thunderbolt 4 Pro Cable 1m","<p>The Apple Thunderbolt 4 Pro Cable 1m delivers 40Gbps data transfer, Thunderbolt 4 docking, and up to 100W charging. A premium black braided design with metal connector housings.</p><ul><li>Thunderbolt 4 (40Gbps data transfer)</li><li>Supports up to 100W charging</li><li>DisplayPort 1.4 video output</li><li>PCIe data transfer support</li><li>Black braided cable design</li><li>1 meter length</li><li>USB-C connector on both ends</li></ul>","Apple","Electronics > Electronics Accessories > Cables > Storage & Data Transfer Cables > Thunderbolt Cables","Cable","thunderbolt-4, cable, usb-c, 1m, pro","TRUE","Color","Black","","","","","T4PC-1M","60","shopify","100","deny","manual","145.00","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/thunderbolt-4-pro-cable.jpg","TRUE","","https://cdn.shopify.com/s/files/1/0726/9194/1453/files/thunderbolt-4-pro-cable.jpg","1","Apple Thunderbolt 4 Pro Cable 1m black braided with USB-C connectors","FALSE","","","Electronics > Electronics Accessories > Cables > Storage & Data Transfer Cables > Thunderbolt Cables","","","T4PC-1M","new","","","","","","","g","","","TRUE","","","TRUE","","","active"
